code;image_key;zone;group;part;applies_to;name_in_crm;cost_rub;price_rub
ENG-KICK-03-C;kick-ratchet;Двигатель;Кикстартер и подвеска двигателя;Шестерня кикстартера (трещотка);GY6 150 (Tank T150);Шестерня кикстартера (трещотка) — GY6 150 (Tank T150);450;700
ENG-KICK-04-U;kick-lever;Двигатель;Кикстартер и подвеска двигателя;Ножка кикстартера;все модели;Ножка кикстартера — все модели;450;700
ENG-KICK-05-U;engine-mount-bushings;Двигатель;Кикстартер и подвеска двигателя;Сайлентблоки подвески двигателя (комплект);все модели;Сайлентблоки подвески двигателя (комплект) — все модели;900;1250
ENG-KICK-06-U;engine-mount-bolt;Двигатель;Кикстартер и подвеска двигателя;Болт подвески двигателя с гайкой;все модели;Болт подвески двигателя с гайкой — все модели;250;400
TRANS-CVT-01-V1;drive-belt;Трансмиссия;Вариатор;Ремень вариатора;810×17,5 — Yamaha Gear 4T;Ремень вариатора — 810×17,5 — Yamaha Gear 4T;890;1250
TRANS-CVT-01-V2;drive-belt;Трансмиссия;Вариатор;Ремень вариатора;660×16,5 — Yamaha Jog 4T, Vino 4T;Ремень вариатора — 660×16,5 — Yamaha Jog 4T, Vino 4T;790;1100
TRANS-CVT-01-V3;drive-belt;Трансмиссия;Вариатор;Ремень вариатора;670×17,7 — Honda Dio AF62/68, Jog AY01;Ремень вариатора — 670×17,7 — Honda Dio AF62/68, Jog AY01;900;1250
TRANS-CVT-01-V4;drive-belt;Трансмиссия;Вариатор;Ремень вариатора;оригинальный Honda 23100-GFC — Dio, Jog AY01;Ремень вариатора — оригинальный Honda 23100-GFC — Dio, Jog AY01;4990;6500
TRANS-CVT-01-V5;drive-belt;Трансмиссия;Вариатор;Ремень вариатора;842×20 — GY6 150 (Tank T150);Ремень вариатора — 842×20 — GY6 150 (Tank T150);890;1250
TRANS-CVT-02-V1;variator-rollers;Трансмиссия;Вариатор;Ролики вариатора (6 шт);15×12 — Yamaha 4T (Jog, Vino, Gear);Ролики вариатора (6 шт) — 15×12 — Yamaha 4T (Jog, Vino, Gear);240;350
TRANS-CVT-02-V2;variator-rollers;Трансмиссия;Вариатор;Ролики вариатора (6 шт);16×13 — Honda 4T (Dio, Jog AY01);Ролики вариатора (6 шт) — 16×13 — Honda 4T (Dio, Jog AY01);300;450
TRANS-CVT-02-V3;variator-rollers;Трансмиссия;Вариатор;Ролики вариатора (6 шт);18×14 — GY6 150 (Tank T150);Ролики вариатора (6 шт) — 18×14 — GY6 150 (Tank T150);350;550
TRANS-CVT-03-U;variator-sliders;Трансмиссия;Вариатор;Слайдеры вариатора (комплект);все модели;Слайдеры вариатора (комплект) — все модели;250;400
TRANS-CVT-04-Y;variator;Трансмиссия;Вариатор;Передний вариатор в сборе;Yamaha 4T (Jog, Vino, Gear);Передний вариатор в сборе — Yamaha 4T (Jog, Vino, Gear);2200;3000
TRANS-CVT-04-H;variator;Трансмиссия;Вариатор;Передний вариатор в сборе;Honda 4T (Dio, Jog AY01);Передний вариатор в сборе — Honda 4T (Dio, Jog AY01);1700;2300
TRANS-CVT-04-C;variator;Трансмиссия;Вариатор;Передний вариатор в сборе;GY6 150 (Tank T150);Передний вариатор в сборе — GY6 150 (Tank T150);1650;2250
TRANS-CVT-05-Y;fan-pulley;Трансмиссия;Вариатор;Щёчка вариатора неподвижная (крыльчатка);Yamaha 4T (Jog, Vino, Gear);Щёчка вариатора неподвижная (крыльчатка) — Yamaha 4T (Jog, Vino, Gear);800;1100
TRANS-CVT-05-H;fan-pulley;Трансмиссия;Вариатор;Щёчка вариатора неподвижная (крыльчатка);Honda 4T (Dio, Jog AY01);Щёчка вариатора неподвижная (крыльчатка) — Honda 4T (Dio, Jog AY01);700;950
TRANS-CVT-05-C;fan-pulley;Трансмиссия;Вариатор;Щёчка вариатора неподвижная (крыльчатка);GY6 150 (Tank T150);Щёчка вариатора неподвижная (крыльчатка) — GY6 150 (Tank T150);600;850
TRANS-CVT-06-U;ramp-plate;Трансмиссия;Вариатор;Опорная шайба (кулиса) вариатора;все модели;Опорная шайба (кулиса) вариатора — все модели;350;550
TRANS-CVT-07-U;variator-bushing;Трансмиссия;Вариатор;Втулка переднего вариатора;все модели;Втулка переднего вариатора — все модели;350;550
TRANS-CVT-08-U;variator-washer;Трансмиссия;Вариатор;Шайба вариатора;все модели;Шайба вариатора — все модели;80;150
TRANS-CVT-09-U;variator-nut;Трансмиссия;Вариатор;Гайка вариатора;все модели;Гайка вариатора — все модели;100;150
TRANS-CVT-10-Y;cvt-cover;Трансмиссия;Вариатор;Крышка вариатора;Yamaha 4T (Jog, Vino, Gear);Крышка вариатора — Yamaha 4T (Jog, Vino, Gear);2500;3400
TRANS-CVT-10-H;cvt-cover;Трансмиссия;Вариатор;Крышка вариатора;Honda 4T (Dio, Jog AY01);Крышка вариатора — Honda 4T (Dio, Jog AY01);2500;3400
TRANS-CVT-10-C;cvt-cover;Трансмиссия;Вариатор;Крышка вариатора;GY6 150 (Tank T150);Крышка вариатора — GY6 150 (Tank T150);1500;2050
TRANS-CVT-11-U;cvt-cover-seal;Трансмиссия;Вариатор;Уплотнитель крышки вариатора;все модели;Уплотнитель крышки вариатора — все модели;250;400
TRANS-CVT-12-U;cvt-filter;Трансмиссия;Вариатор;Фильтр вариатора;все модели;Фильтр вариатора — все модели;300;450
TRANS-CVT-13-U;cvt-cover-bearing;Трансмиссия;Вариатор;Подшипник крышки вариатора;все модели;Подшипник крышки вариатора — все модели;250;400
TRANS-CVT-14-U;cvt-duct;Трансмиссия;Вариатор;Патрубок охлаждения вариатора;все модели;Патрубок охлаждения вариатора — все модели;500;700
TRANS-CVT-15-U;cvt-cover-bolts;Трансмиссия;Вариатор;Болты крышки вариатора (комплект);все модели;Болты крышки вариатора (комплект) — все модели;250;400
TRANS-CLUTCH-01-Y;rear-pulley;Трансмиссия;Сцепление и задний шкив;Задний шкив в сборе со сцеплением;Yamaha 4T (Jog, Vino, Gear);Задний шкив в сборе со сцеплением — Yamaha 4T (Jog, Vino, Gear);3500;4550
TRANS-CLUTCH-01-H;rear-pulley;Трансмиссия;Сцепление и задний шкив;Задний шкив в сборе со сцеплением;Honda 4T (Dio, Jog AY01);Задний шкив в сборе со сцеплением — Honda 4T (Dio, Jog AY01);3200;4200
TRANS-CLUTCH-01-C;rear-pulley;Трансмиссия;Сцепление и задний шкив;Задний шкив в сборе со сцеплением;GY6 150 (Tank T150);Задний шкив в сборе со сцеплением — GY6 150 (Tank T150);2500;3400
TRANS-CLUTCH-02-Y;clutch-shoes;Трансмиссия;Сцепление и задний шкив;Колодки сцепления;Yamaha 4T (Jog, Vino, Gear);Колодки сцепления — Yamaha 4T (Jog, Vino, Gear);1500;2050
TRANS-CLUTCH-02-H;clutch-shoes;Трансмиссия;Сцепление и задний шкив;Колодки сцепления;Honda 4T (Dio, Jog AY01);Колодки сцепления — Honda 4T (Dio, Jog AY01);1300;1800
TRANS-CLUTCH-02-C;clutch-shoes;Трансмиссия;Сцепление и задний шкив;Колодки сцепления;GY6 150 (Tank T150);Колодки сцепления — GY6 150 (Tank T150);1200;1650
TRANS-CLUTCH-03-Y;clutch-bell;Трансмиссия;Сцепление и задний шкив;Колокол сцепления;Yamaha 4T (Jog, Vino, Gear);Колокол сцепления — Yamaha 4T (Jog, Vino, Gear);1300;1800
TRANS-CLUTCH-03-H;clutch-bell;Трансмиссия;Сцепление и задний шкив;Колокол сцепления;Honda 4T (Dio, Jog AY01);Колокол сцепления — Honda 4T (Dio, Jog AY01);1200;1650
TRANS-CLUTCH-03-C;clutch-bell;Трансмиссия;Сцепление и задний шкив;Колокол сцепления;GY6 150 (Tank T150);Колокол сцепления — GY6 150 (Tank T150);1000;1350
TRANS-CLUTCH-04-U;torque-spring;Трансмиссия;Сцепление и задний шкив;Пружина сцепления (торк-драйвера);все модели;Пружина сцепления (торк-драйвера) — все модели;400;600
TRANS-CLUTCH-05-Y;torque-driver;Трансмиссия;Сцепление и задний шкив;Торк-драйвер (подвижная половина шкива);Yamaha 4T (Jog, Vino, Gear);Торк-драйвер (подвижная половина шкива) — Yamaha 4T (Jog, Vino, Gear);1800;2450
TRANS-CLUTCH-05-H;torque-driver;Трансмиссия;Сцепление и задний шкив;Торк-драйвер (подвижная половина шкива);Honda 4T (Dio, Jog AY01);Торк-драйвер (подвижная половина шкива) — Honda 4T (Dio, Jog AY01);1700;2300
TRANS-CLUTCH-05-C;torque-driver;Трансмиссия;Сцепление и задний шкив;Торк-драйвер (подвижная половина шкива);GY6 150 (Tank T150);Торк-драйвер (подвижная половина шкива) — GY6 150 (Tank T150);1300;1800
TRANS-CLUTCH-06-U;torque-pins;Трансмиссия;Сцепление и задний шкив;Направляющие торк-драйвера с роликами;все модели;Направляющие торк-драйвера с роликами — все модели;250;400
TRANS-CLUTCH-07-U;torque-needle-bearing;Трансмиссия;Сцепление и задний шкив;Подшипник игольчатый торк-драйвера;все модели;Подшипник игольчатый торк-драйвера — все модели;300;450
TRANS-CLUTCH-08-U;torque-seals;Трансмиссия;Сцепление и задний шкив;Сальники торк-драйвера (комплект);все модели;Сальники торк-драйвера (комплект) — все модели;250;400
TRANS-CLUTCH-09-U;clutch-springs;Трансмиссия;Сцепление и задний шкив;Пружины колодок сцепления (3 шт);все модели;Пружины колодок сцепления (3 шт) — все модели;200;300
TRANS-CLUTCH-10-U;clutch-nut;Трансмиссия;Сцепление и задний шкив;Гайка сцепления;все модели;Гайка сцепления — все модели;150;250
TRANS-CLUTCH-11-U;bell-nut;Трансмиссия;Сцепление и задний шкив;Гайка колокола;все модели;Гайка колокола — все модели;100;150
TRANS-GEARBOX-01-Y;gear-set;Трансмиссия;Редуктор;Шестерни редуктора (комплект);Yamaha 4T (Jog, Vino, Gear);Шестерни редуктора (комплект) — Yamaha 4T (Jog, Vino, Gear);2500;3400
TRANS-GEARBOX-01-H;gear-set;Трансмиссия;Редуктор;Шестерни редуктора (комплект);Honda 4T (Dio, Jog AY01);Шестерни редуктора (комплект) — Honda 4T (Dio, Jog AY01);2500;3400
TRANS-GEARBOX-01-C;gear-set;Трансмиссия;Редуктор;Шестерни редуктора (комплект);GY6 150 (Tank T150);Шестерни редуктора (комплект) — GY6 150 (Tank T150);2200;3000
TRANS-GEARBOX-02-YH;rear-axle;Трансмиссия;Редуктор;Вал заднего колеса;Yamaha 4T, Honda 4T;Вал заднего колеса — Yamaha 4T, Honda 4T;1500;2050
TRANS-GEARBOX-02-C;rear-axle;Трансмиссия;Редуктор;Вал заднего колеса;GY6 150 (Tank T150);Вал заднего колеса — GY6 150 (Tank T150);1200;1650
TRANS-GEARBOX-03-Y;drive-shaft;Трансмиссия;Редуктор;Первичный вал редуктора;Yamaha 4T (Jog, Vino, Gear);Первичный вал редуктора — Yamaha 4T (Jog, Vino, Gear);1200;1650
TRANS-GEARBOX-03-H;drive-shaft;Трансмиссия;Редуктор;Первичный вал редуктора;Honda 4T (Dio, Jog AY01);Первичный вал редуктора — Honda 4T (Dio, Jog AY01);1200;1650
TRANS-GEARBOX-03-C;drive-shaft;Трансмиссия;Редуктор;Первичный вал редуктора;GY6 150 (Tank T150);Первичный вал редуктора — GY6 150 (Tank T150);1000;1350
TRANS-GEARBOX-04-U;gearbox-bearings;Трансмиссия;Редуктор;Подшипники редуктора (комплект);все модели;Подшипники редуктора (комплект) — все модели;800;1100
TRANS-GEARBOX-05-U;gearbox-seals;Трансмиссия;Редуктор;Сальники редуктора (комплект);все модели;Сальники редуктора (комплект) — все модели;250;400
TRANS-GEARBOX-06-U;gearbox-gasket;Трансмиссия;Редуктор;Прокладка редуктора;все модели;Прокладка редуктора — все модели;150;250
TRANS-GEARBOX-07-Y;gearbox-cover;Трансмиссия;Редуктор;Крышка редуктора;Yamaha 4T (Jog, Vino, Gear);Крышка редуктора — Yamaha 4T (Jog, Vino, Gear);2000;2700
TRANS-GEARBOX-07-H;gearbox-cover;Трансмиссия;Редуктор;Крышка редуктора;Honda 4T (Dio, Jog AY01);Крышка редуктора — Honda 4T (Dio, Jog AY01);2000;2700
TRANS-GEARBOX-07-C;gearbox-cover;Трансмиссия;Редуктор;Крышка редуктора;GY6 150 (Tank T150);Крышка редуктора — GY6 150 (Tank T150);1500;2050
TRANS-GEARBOX-08-U;gearbox-fill-bolt;Трансмиссия;Редуктор;Болт заливной с шайбой;все модели;Болт заливной с шайбой — все модели;150;250
TRANS-GEARBOX-09-U;gearbox-bolts;Трансмиссия;Редуктор;Болты крышки редуктора (комплект);все модели;Болты крышки редуктора (комплект) — все модели;200;300
FUEL-TANK-01-G;fuel-tank;Топливо, впуск и выпуск;Бак и подача топлива;Бензобак;Yamaha Gear 4T;Бензобак — Yamaha Gear 4T;3500;4550
FUEL-TANK-01-J;fuel-tank;Топливо, впуск и выпуск;Бак и подача топлива;Бензобак;Yamaha Jog 4T;Бензобак — Yamaha Jog 4T;3000;3900
FUEL-TANK-01-A;fuel-tank;Топливо, впуск и выпуск;Бак и подача топлива;Бензобак;Yamaha Jog AY01;Бензобак — Yamaha Jog AY01;3500;4550
FUEL-TANK-01-D;fuel-tank;Топливо, впуск и выпуск;Бак и подача топлива;Бензобак;Honda Dio AF62/68;Бензобак — Honda Dio AF62/68;3200;4200
FUEL-TANK-01-T;fuel-tank;Топливо, впуск и выпуск;Бак и подача топлива;Бензобак;Tank T150;Бензобак — Tank T150;2200;3000
FUEL-TANK-02-U;fuel-cap;Топливо, впуск и выпуск;Бак и подача топлива;Крышка бензобака;все модели;Крышка бензобака — все модели;450;700
FUEL-TANK-03-Y;fuel-pump;Топливо, впуск и выпуск;Бак и подача топлива;Бензонасос;Yamaha 4T (Jog, Vino, Gear);Бензонасос — Yamaha 4T (Jog, Vino, Gear);1950;2650
FUEL-TANK-03-H;fuel-pump;Топливо, впуск и выпуск;Бак и подача топлива;Бензонасос;Honda 4T (Dio, Jog AY01);Бензонасос — Honda 4T (Dio, Jog AY01);2800;3800
FUEL-TANK-04-YH;fuel-pump-seal;Топливо, впуск и выпуск;Бак и подача топлива;Уплотнитель бензонасоса;Yamaha 4T, Honda 4T;Уплотнитель бензонасоса — Yamaha 4T, Honda 4T;250;400
FUEL-TANK-05-U;fuel-filter;Топливо, впуск и выпуск;Бак и подача топлива;Фильтр топливный;все модели;Фильтр топливный — все модели;100;150
FUEL-TANK-06-U;fuel-hose;Топливо, впуск и выпуск;Бак и подача топлива;Шланг топливный (1 м);все модели;Шланг топливный (1 м) — все модели;100;150
FUEL-TANK-07-U;hose-clamps;Топливо, впуск и выпуск;Бак и подача топлива;Хомуты шлангов (10 шт);все модели;Хомуты шлангов (10 шт) — все модели;150;250
FUEL-TANK-08-C;fuel-valve;Топливо, впуск и выпуск;Бак и подача топлива;Бензокран вакуумный;GY6 150 (Tank T150);Бензокран вакуумный — GY6 150 (Tank T150);350;550
FUEL-TANK-09-U;vacuum-hose;Топливо, впуск и выпуск;Бак и подача топлива;Шланг вакуумный (1 м);все модели;Шланг вакуумный (1 м) — все модели;80;150
FUEL-TANK-10-Y;fuel-line;Топливо, впуск и выпуск;Бак и подача топлива;Топливопровод высокого давления;Yamaha 4T (Jog, Vino, Gear);Топливопровод высокого давления — Yamaha 4T (Jog, Vino, Gear);900;1250
FUEL-TANK-10-H;fuel-line;Топливо, впуск и выпуск;Бак и подача топлива;Топливопровод высокого давления;Honda 4T (Dio, Jog AY01);Топливопровод высокого давления — Honda 4T (Dio, Jog AY01);1000;1350
FUEL-INJ-01-Y;injector;Топливо, впуск и выпуск;Инжектор и карбюратор;Форсунка инжектора;Yamaha 4T (Jog, Vino, Gear);Форсунка инжектора — Yamaha 4T (Jog, Vino, Gear);1600;2200
FUEL-INJ-01-H;injector;Топливо, впуск и выпуск;Инжектор и карбюратор;Форсунка инжектора;Honda 4T (Dio, Jog AY01);Форсунка инжектора — Honda 4T (Dio, Jog AY01);2200;3000
FUEL-INJ-02-YH;injector-seals;Топливо, впуск и выпуск;Инжектор и карбюратор;Уплотнители форсунки (комплект);Yamaha 4T, Honda 4T;Уплотнители форсунки (комплект) — Yamaha 4T, Honda 4T;200;300
FUEL-INJ-03-Y;throttle-body;Топливо, впуск и выпуск;Инжектор и карбюратор;Дроссельный узел;Yamaha 4T (Jog, Vino, Gear);Дроссельный узел — Yamaha 4T (Jog, Vino, Gear);4500;5850
FUEL-INJ-03-H;throttle-body;Топливо, впуск и выпуск;Инжектор и карбюратор;Дроссельный узел;Honda 4T (Dio, Jog AY01);Дроссельный узел — Honda 4T (Dio, Jog AY01);5000;6500
FUEL-INJ-04-YH;idle-valve;Топливо, впуск и выпуск;Инжектор и карбюратор;Регулятор холостого хода;Yamaha 4T, Honda 4T;Регулятор холостого хода — Yamaha 4T, Honda 4T;1800;2450
FUEL-INJ-05-C;carburetor;Топливо, впуск и выпуск;Инжектор и карбюратор;Карбюратор PD24J;GY6 150 (Tank T150);Карбюратор PD24J — GY6 150 (Tank T150);1800;2450
FUEL-INJ-06-C;carb-kit;Топливо, впуск и выпуск;Инжектор и карбюратор;Ремкомплект карбюратора;GY6 150 (Tank T150);Ремкомплект карбюратора — GY6 150 (Tank T150);450;700
FUEL-INJ-07-C;carb-diaphragm;Топливо, впуск и выпуск;Инжектор и карбюратор;Мембрана с плунжером карбюратора;GY6 150 (Tank T150);Мембрана с плунжером карбюратора — GY6 150 (Tank T150);400;600
FUEL-INJ-08-C;carb-jets;Топливо, впуск и выпуск;Инжектор и карбюратор;Жиклёры карбюратора (комплект);GY6 150 (Tank T150);Жиклёры карбюратора (комплект) — GY6 150 (Tank T150);300;450
FUEL-INJ-09-C;carb-float;Топливо, впуск и выпуск;Инжектор и карбюратор;Поплавок карбюратора с иглой;GY6 150 (Tank T150);Поплавок карбюратора с иглой — GY6 150 (Tank T150);250;400
FUEL-INJ-10-C;auto-choke;Топливо, впуск и выпуск;Инжектор и карбюратор;Электроподсос (автоматический);GY6 150 (Tank T150);Электроподсос (автоматический) — GY6 150 (Tank T150);450;700
FUEL-INTAKE-01-G;intake-manifold;Топливо, впуск и выпуск;Впуск;Впускной коллектор;Yamaha Gear 4T;Впускной коллектор — Yamaha Gear 4T;1100;1500
FUEL-INTAKE-01-V2;intake-manifold;Топливо, впуск и выпуск;Впуск;Впускной коллектор;Yamaha Jog 4T, Vino 4T;Впускной коллектор — Yamaha Jog 4T, Vino 4T;1050;1450
FUEL-INTAKE-01-H;intake-manifold;Топливо, впуск и выпуск;Впуск;Впускной коллектор;Honda 4T (Dio, Jog AY01);Впускной коллектор — Honda 4T (Dio, Jog AY01);900;1250
FUEL-INTAKE-01-C;intake-manifold;Топливо, впуск и выпуск;Впуск;Впускной коллектор;GY6 150 (Tank T150);Впускной коллектор — GY6 150 (Tank T150);450;700
FUEL-INTAKE-02-U;intake-gasket;Топливо, впуск и выпуск;Впуск;Прокладка впускного коллектора;все модели;Прокладка впускного коллектора — все модели;80;150
FUEL-INTAKE-03-G;airbox;Топливо, впуск и выпуск;Впуск;Воздушный фильтр в сборе (корпус);Yamaha Gear 4T;Воздушный фильтр в сборе (корпус) — Yamaha Gear 4T;2200;3000
FUEL-INTAKE-03-J;airbox;Топливо, впуск и выпуск;Впуск;Воздушный фильтр в сборе (корпус);Yamaha Jog 4T;Воздушный фильтр в сборе (корпус) — Yamaha Jog 4T;2000;2700
FUEL-INTAKE-03-A;airbox;Топливо, впуск и выпуск;Впуск;Воздушный фильтр в сборе (корпус);Yamaha Jog AY01;Воздушный фильтр в сборе (корпус) — Yamaha Jog AY01;2200;3000
FUEL-INTAKE-03-D;airbox;Топливо, впуск и выпуск;Впуск;Воздушный фильтр в сборе (корпус);Honda Dio AF62/68;Воздушный фильтр в сборе (корпус) — Honda Dio AF62/68;2000;2700
FUEL-INTAKE-03-T;airbox;Топливо, впуск и выпуск;Впуск;Воздушный фильтр в сборе (корпус);Tank T150;Воздушный фильтр в сборе (корпус) — Tank T150;1200;1650
FUEL-INTAKE-04-G;air-filter;Топливо, впуск и выпуск;Впуск;Элемент воздушного фильтра;Yamaha Gear 4T;Элемент воздушного фильтра — Yamaha Gear 4T;600;850
FUEL-INTAKE-04-V2;air-filter;Топливо, впуск и выпуск;Впуск;Элемент воздушного фильтра;Yamaha Jog 4T, Vino 4T;Элемент воздушного фильтра — Yamaha Jog 4T, Vino 4T;650;900
FUEL-INTAKE-04-H;air-filter;Топливо, впуск и выпуск;Впуск;Элемент воздушного фильтра;Honda 4T (Dio, Jog AY01);Элемент воздушного фильтра — Honda 4T (Dio, Jog AY01);550;750
FUEL-INTAKE-04-C;air-filter;Топливо, впуск и выпуск;Впуск;Элемент воздушного фильтра;GY6 150 (Tank T150);Элемент воздушного фильтра — GY6 150 (Tank T150);350;550
FUEL-INTAKE-05-Y;air-duct;Топливо, впуск и выпуск;Впуск;Патрубок воздушного фильтра;Yamaha 4T (Jog, Vino, Gear);Патрубок воздушного фильтра — Yamaha 4T (Jog, Vino, Gear);500;700
FUEL-INTAKE-05-H;air-duct;Топливо, впуск и выпуск;Впуск;Патрубок воздушного фильтра;Honda 4T (Dio, Jog AY01);Патрубок воздушного фильтра — Honda 4T (Dio, Jog AY01);500;700
FUEL-INTAKE-05-C;air-duct;Топливо, впуск и выпуск;Впуск;Патрубок воздушного фильтра;GY6 150 (Tank T150);Патрубок воздушного фильтра — GY6 150 (Tank T150);350;550
FUEL-INTAKE-06-U;airbox-screws;Топливо, впуск и выпуск;Впуск;Винты крышки воздушного фильтра (комплект);все модели;Винты крышки воздушного фильтра (комплект) — все модели;100;150
FUEL-EXHAUST-01-G;muffler;Топливо, впуск и выпуск;Выпуск;Глушитель;Yamaha Gear 4T;Глушитель — Yamaha Gear 4T;4500;5850
FUEL-EXHAUST-01-J;muffler;Топливо, впуск и выпуск;Выпуск;Глушитель;Yamaha Jog 4T;Глушитель — Yamaha Jog 4T;4000;5200
FUEL-EXHAUST-01-A;muffler;Топливо, впуск и выпуск;Выпуск;Глушитель;Yamaha Jog AY01;Глушитель — Yamaha Jog AY01;4800;6250
FUEL-EXHAUST-01-D;muffler;Топливо, впуск и выпуск;Выпуск;Глушитель;Honda Dio AF62/68;Глушитель — Honda Dio AF62/68;4200;5500
FUEL-EXHAUST-01-T;muffler;Топливо, впуск и выпуск;Выпуск;Глушитель;Tank T150;Глушитель — Tank T150;3200;4200
FUEL-EXHAUST-02-U;exhaust-gasket;Топливо, впуск и выпуск;Выпуск;Прокладка глушителя;все модели;Прокладка глушителя — все модели;80;150
FUEL-EXHAUST-03-U;exhaust-studs;Топливо, впуск и выпуск;Выпуск;Шпильки глушителя (комплект);все модели;Шпильки глушителя (комплект) — все модели;150;250
FUEL-EXHAUST-04-U;exhaust-nuts;Топливо, впуск и выпуск;Выпуск;Гайки глушителя (комплект);все модели;Гайки глушителя (комплект) — все модели;100;150
FUEL-EXHAUST-05-U;heat-shield;Топливо, впуск и выпуск;Выпуск;Защитный экран глушителя;все модели;Защитный экран глушителя — все модели;900;1250
FUEL-EXHAUST-06-U;muffler-bolts;Топливо, впуск и выпуск;Выпуск;Болты крепления глушителя (комплект);все модели;Болты крепления глушителя (комплект) — все модели;200;300
COOL-LIQ-01-V1;radiator;Охлаждение;Жидкостное (Yamaha 4T);Радиатор в сборе;Yamaha Jog 4T, Vino 4T;Радиатор в сборе — Yamaha Jog 4T, Vino 4T;3750;4900
COOL-LIQ-01-G;radiator;Охлаждение;Жидкостное (Yamaha 4T);Радиатор в сборе;Yamaha Gear 4T;Радиатор в сборе — Yamaha Gear 4T;3900;5100
COOL-LIQ-02-Y;radiator-cover;Охлаждение;Жидкостное (Yamaha 4T);Кожух (защита) радиатора;Yamaha 4T (Jog, Vino, Gear);Кожух (защита) радиатора — Yamaha 4T (Jog, Vino, Gear);1100;1500
COOL-LIQ-03-Y;radiator-cap;Охлаждение;Жидкостное (Yamaha 4T);Крышка радиатора;Yamaha 4T (Jog, Vino, Gear);Крышка радиатора — Yamaha 4T (Jog, Vino, Gear);400;600
COOL-LIQ-04-Y;coolant-tank;Охлаждение;Жидкостное (Yamaha 4T);Расширительный бачок;Yamaha 4T (Jog, Vino, Gear);Расширительный бачок — Yamaha 4T (Jog, Vino, Gear);700;950
COOL-LIQ-05-Y;water-pump-kit;Охлаждение;Жидкостное (Yamaha 4T);Ремкомплект помпы;Yamaha 4T (Jog, Vino, Gear);Ремкомплект помпы — Yamaha 4T (Jog, Vino, Gear);1250;1700
COOL-LIQ-06-Y;water-pump-seal;Охлаждение;Жидкостное (Yamaha 4T);Сальник помпы;Yamaha 4T (Jog, Vino, Gear);Сальник помпы — Yamaha 4T (Jog, Vino, Gear);300;450
COOL-LIQ-07-Y;water-pump-impeller;Охлаждение;Жидкостное (Yamaha 4T);Крыльчатка помпы;Yamaha 4T (Jog, Vino, Gear);Крыльчатка помпы — Yamaha 4T (Jog, Vino, Gear);600;850
COOL-LIQ-08-Y;thermostat;Охлаждение;Жидкостное (Yamaha 4T);Термостат;Yamaha 4T (Jog, Vino, Gear);Термостат — Yamaha 4T (Jog, Vino, Gear);900;1250
COOL-LIQ-09-Y;coolant-hoses;Охлаждение;Жидкостное (Yamaha 4T);Патрубки охлаждения (комплект);Yamaha 4T (Jog, Vino, Gear);Патрубки охлаждения (комплект) — Yamaha 4T (Jog, Vino, Gear);800;1100
COOL-LIQ-10-U;coolant-clamps;Охлаждение;Жидкостное (Yamaha 4T);Хомуты патрубков (комплект);все модели;Хомуты патрубков (комплект) — все модели;150;250
COOL-AIR-01-H;cooling-fan;Охлаждение;Воздушное (Honda 4T, GY6);Крыльчатка охлаждения на генераторе;Honda 4T (Dio, Jog AY01);Крыльчатка охлаждения на генераторе — Honda 4T (Dio, Jog AY01);400;600
COOL-AIR-01-C;cooling-fan;Охлаждение;Воздушное (Honda 4T, GY6);Крыльчатка охлаждения на генераторе;GY6 150 (Tank T150);Крыльчатка охлаждения на генераторе — GY6 150 (Tank T150);350;550
COOL-AIR-02-H;cooling-shroud;Охлаждение;Воздушное (Honda 4T, GY6);Кожух охлаждения цилиндра;Honda 4T (Dio, Jog AY01);Кожух охлаждения цилиндра — Honda 4T (Dio, Jog AY01);1200;1650
COOL-AIR-02-C;cooling-shroud;Охлаждение;Воздушное (Honda 4T, GY6);Кожух охлаждения цилиндра;GY6 150 (Tank T150);Кожух охлаждения цилиндра — GY6 150 (Tank T150);900;1250
COOL-AIR-03-H;cooling-shroud-lower;Охлаждение;Воздушное (Honda 4T, GY6);Кожух охлаждения нижний;Honda 4T (Dio, Jog AY01);Кожух охлаждения нижний — Honda 4T (Dio, Jog AY01);800;1100
COOL-AIR-03-C;cooling-shroud-lower;Охлаждение;Воздушное (Honda 4T, GY6);Кожух охлаждения нижний;GY6 150 (Tank T150);Кожух охлаждения нижний — GY6 150 (Tank T150);600;850
COOL-AIR-04-U;shroud-screws;Охлаждение;Воздушное (Honda 4T, GY6);Винты кожухов охлаждения (комплект);все модели;Винты кожухов охлаждения (комплект) — все модели;100;150
BRAKE-DRUM-01-V1;drum-shoes;Тормоза;Барабанные;Колодки барабанные;d150 — Yamaha Gear 4T;Колодки барабанные — d150 — Yamaha Gear 4T;630;900
BRAKE-DRUM-01-V2;drum-shoes;Тормоза;Барабанные;Колодки барабанные;d130 — Yamaha Jog 4T, Vino 4T;Колодки барабанные — d130 — Yamaha Jog 4T, Vino 4T;470;700
BRAKE-DRUM-01-D;drum-shoes;Тормоза;Барабанные;Колодки барабанные;Honda Dio AF62/68;Колодки барабанные — Honda Dio AF62/68;400;600
BRAKE-DRUM-01-A;drum-shoes;Тормоза;Барабанные;Колодки барабанные;Yamaha Jog AY01;Колодки барабанные — Yamaha Jog AY01;450;700
